student_ID,first_name,last_name,birthdate,country_ID,bac_ID,bac_moy
2574,Shem,Kentwell,18/09/2006,c4,b5,15.68
3653,Anica,Marshal,16/11/2006,c4,b5,18.38
7822,Justen,Laurenty,27/09/2006,c4,b5,14.14
0297,Benton,Serot,21/11/2006,c1,b6,18.71
7389,Terry,Rainey,06/07/2006,c2,b1,10.64
8111,Dreddy,Habard,26/07/2006,c1,b1,10.88
4993,Bree,Aulton,22/05/2006,c5,b6,11.14
1166,Tara,Luebbert,15/05/2006,c1,b3,10.52
5923,Kandy,Holgan,14/11/2006,c1,b4,18.06
2572,Federica,Guite,03/10/2006,c1,b3,13.52
4841,Cassie,Deble,13/06/2006,c3,b2,12.3
9507,Devondra,Siddon,20/11/2006,c1,b1,14.9
6526,Rochester,Shimwall,11/07/2006,c1,b5,13.04
8841,Merridie,Stanistrete,08/10/2006,c3,b5,10.21
2300,Launce,Zorzin,15/11/2006,c4,b1,16.12
0411,Gipsy,Plevey,18/12/2006,c3,b2,11.93
2930,Carleton,Croxon,02/10/2006,c4,b2,12.06
8119,Dylan,Hartland,03/04/2006,c5,b1,19.78
1074,Abdul,Kerrich,28/04/2006,c4,b3,13.12
6952,Evelin,Wickey,09/11/2006,c2,b6,10.63
5310,Ashly,Martinello,05/05/2006,c5,b5,17.32
6649,Ezechiel,Renak,17/08/2006,c4,b5,12.35
4226,Reinwald,Pill,06/08/2006,c4,b5,12.2
7038,Diarmid,Richt,17/11/2006,c3,b1,11.87
6854,Karalynn,Mc Carroll,14/08/2006,c3,b4,17.59
9185,Brooke,Mitham,22/09/2006,c3,b5,16.37
6227,Odette,Garham,03/04/2006,c3,b3,14.49
2807,Linzy,Tenniswood,26/03/2006,c5,b2,10.67
9044,Vevay,Pentony,09/09/2006,c3,b3,13.83
1131,Bette,Lintall,27/11/2006,c2,b4,19.64
4638,Fidelio,Hamsson,27/08/2006,c5,b6,15.27
0106,Saxe,Clemmen,10/06/2006,c4,b3,19.46
3739,Jeanette,Kwietek,13/07/2006,c2,b6,18.39
3577,Melicent,Cussins,26/03/2006,c3,b4,18.66
8694,Calhoun,Sperrett,26/12/2006,c3,b6,14.02
7853,Charley,Linnett,03/04/2006,c4,b5,16.66
2961,Montague,Yeeles,10/12/2006,c5,b6,15.46
1517,Estevan,Arnatt,24/01/2006,c5,b2,17.46
2670,Gerty,Pedri,14/04/2006,c2,b1,15.1
3401,Christie,Colchett,08/11/2006,c3,b3,12.79
1148,Trudey,Schuck,30/05/2006,c5,b6,15.82
5606,Trude,Peyntue,28/05/2006,c5,b4,17.85
0964,Cullan,Sibbe,31/05/2006,c3,b2,14.37
3189,Bernadene,Penner,05/05/2006,c5,b3,18.75
8748,Athene,Tucknott,10/08/2006,c3,b2,18.33
1275,Michel,Edgeworth,10/03/2006,c5,b2,18.05
1441,Nady,Welchman,26/12/2006,c1,b2,14.66
4968,Arliene,Howkins,18/12/2006,c3,b1,14.59
4504,Myrwyn,Egle of Germany,31/10/2006,c5,b1,18.08
8931,Bartolemo,Langran,22/07/2006,c3,b4,18.02
3941,Ethelred,Hannon,13/07/2006,c5,b6,14.76
5309,Cherish,Heyward,14/08/2006,c2,b5,14.22
9921,Osbert,Hannant,23/08/2006,c3,b3,15.05
3719,Corbie,Canet,28/08/2006,c3,b4,16.84
0567,Maighdiln,Garling,22/08/2006,c1,b3,18.94
5024,Brad,Massimo,02/11/2006,c5,b5,16.65
8940,Solly,Kearney,27/10/2006,c4,b2,11.42
1774,Vita,Cafferty,14/07/2006,c2,b6,18.38
8488,Burch,Sculley,02/04/2006,c5,b3,18.06
1667,Rowe,Nerger,21/03/2006,c3,b3,15.1
6787,Bartel,Camier,05/04/2006,c4,b4,14.11
5167,Ursuline,Befroy,12/06/2006,c3,b1,17.68
6002,Wilden,Toone,31/05/2006,c2,b3,18.8
1487,Waite,McLorinan,11/11/2006,c1,b6,15.46
5947,Nicholle,Dachs,25/05/2006,c2,b6,14.05
7836,Ginelle,Davydenko,18/09/2006,c1,b2,11.04
4724,Xylia,Briston,25/09/2006,c4,b4,16.86
1893,Quintin,Greenhaugh,19/01/2006,c2,b1,16.97
3508,Jocelyn,Pulham,10/11/2006,c1,b5,14.19
4540,Camala,Arnaudet,08/02/2006,c3,b5,19.49
7619,Trueman,Fothergill,25/02/2006,c4,b2,12.27
3172,Sanford,McKeaney,02/06/2006,c1,b4,19.78
5449,Nester,Langstaff,16/08/2006,c3,b1,14.13
3732,Decca,Dooman,22/07/2006,c5,b6,18.14
7268,Reggie,Nation,07/08/2006,c1,b4,10.03
0215,Goddard,Readie,09/12/2006,c4,b2,16.11
7215,Carson,Keher,29/04/2006,c5,b5,11.54
4013,Bobine,Shallcross,07/09/2006,c3,b3,15.89
0432,Sebastiano,Bamlett,14/01/2006,c1,b2,12.73
1972,Tiena,Toolin,31/01/2006,c2,b3,11.67
